Click,Swipe,Scroll,Input,Timestamps,Trip Type,Screen Time(min),Device Info,OS,App Version,Customer ID
5,2,2,2,2024-03-15 17:39:03.011946,single feature journey,4,Pixel 6,Android,['7.0.03'],+91 8465067696
15,12,6,6,2024-03-15 17:39:11.635746,long exploration journey,28,Galaxy Note10,Android,['7.0.47'],+91 9516701889
16,10,5,7,2024-03-15 17:39:11.885510,long exploration journey,26,Galaxy J series,Android,['7.0.60'],+91 7436901060
4,3,3,4,2024-03-15 17:39:16.289162,news consumption journey,7,OnePlus 11,Android,['7.0.25'],+91 9166123527
20,13,8,9,2024-03-15 17:39:17.805436,long exploration journey,25,Pixel 4a 5G,Android,['7.0.01'],+91 8124076693
10,4,3,2,2024-03-15 17:39:22.237322,mixed usage,13,Galaxy S10,Android,['7.0.57'],+91 8212493840
4,5,5,4,2024-03-15 17:39:32.100364,news consumption journey,9,Nokia G42 5G,Android,['7.0.01'],+91 8593640052
3,3,5,2,2024-03-15 17:39:38.183476,news consumption journey,6,Poco series,Android,['7.0.01'],+91 9549829613
14,10,2,9,2024-03-15 17:39:53.279549,entertainment journey,14,Pixel 7,Android,['7.0.01'],+91 9472254726
6,3,2,5,2024-03-15 17:40:04.241074,mixed usage,16,OnePlus 7/7 Pro/7T/7T Pro,Android,['7.0.57'],+91 8841201833
15,11,5,5,2024-03-15 17:40:04.885461,long exploration journey,26,Pixel 7 Pro,Android,['7.0.60'],+91 8925054661
4,1,2,1,2024-03-15 17:40:09.613956,single feature journey,4,HTC One series,Android,['7.0.03'],+91 7787957012
19,12,7,8,2024-03-15 17:40:10.080135,long exploration journey,29,Galaxy Note8,Android,['6.0.04'],+91 8949810232
4,3,4,5,2024-03-15 17:40:25.224975,news consumption journey,8,Moto Z series,Android,['7.0.25'],+91 9537690691
9,4,5,4,2024-03-15 17:40:49.480120,shopping journey,12,Galaxy S22,Android,['6.0.04'],+91 7265567025
9,4,5,4,2024-03-15 17:40:54.935741,mixed usage,19,Galaxy S20,Android,['7.0.57'],+91 7786837624
5,5,4,3,2024-03-15 17:40:59.959998,mixed usage,12,iPhone 8,IOS,['7.0.57'],+91 9333142106
3,2,1,2,2024-03-15 17:41:02.169010,single feature journey,5,Galaxy Note20,Android,['7.0.60'],+91 8636354534
11,7,2,6,2024-03-15 17:41:04.456134,entertainment journey,19,Galaxy Note9,Android,['7.0.60'],+91 9772792505
4,1,1,2,2024-03-15 17:41:04.545172,single feature journey,8,Lenovo K series,Android,['7.0.57'],+91 8446244368
3,4,3,3,2024-03-15 17:41:07.170967,news consumption journey,7,Galaxy S7,Android,['7.0.03'],+91 7767964064
10,3,5,3,2024-03-15 17:41:10.977801,mixed usage,9,Mate series,Android,['7.0.47'],+91 8637293223
4,2,1,1,2024-03-15 17:41:14.057885,single feature journey,3,Nokia 6,Android,['7.0.57'],+91 7801083102
5,1,2,1,2024-03-15 17:41:22.427960,single feature journey,2,Motorola Moto series,Android,['7.0.57'],+91 9693849341
8,2,4,2,2024-03-15 17:41:27.497796,mixed usage,12,Pixel 4a 5G,Android,['6.0.04'],+91 7796023094
3,2,1,1,2024-03-15 17:41:27.836644,single feature journey,3,OnePlus One,Android,['6.0.04'],+91 7385039867
5,1,2,1,2024-03-15 17:41:29.987339,single feature journey,9,Pixel 6,Android,['7.0.25'],+91 8688086113
10,4,4,3,2024-03-15 17:41:37.239976,mixed usage,10,Lenovo Z series,Android,['7.0.25'],+91 7164449062
17,12,10,8,2024-03-15 17:41:44.623757,long exploration journey,30,Pixel 5,Android,['7.0.47'],+91 8579427209
4,1,2,1,2024-03-15 17:41:55.421141,single feature journey,2,Lenovo K series,Android,['7.0.03'],+91 8069038897
19,15,5,10,2024-03-15 17:41:56.751635,long exploration journey,27,Pixel 8 Pro,Android,['7.0.47'],+91 8541320523
5,5,5,4,2024-03-15 17:42:03.855694,mixed usage,11,Nova series,Android,['7.0.25'],+91 8354938365
8,3,4,2,2024-03-15 17:42:14.450101,mixed usage,10,Pixel 2,Android,['6.0.48'],+91 9310301203
3,4,2,5,2024-03-15 17:42:27.051122,news consumption journey,9,Galaxy Note20,Android,['7.0.57'],+91 7130719724
9,2,4,5,2024-03-15 17:42:27.830271,mixed usage,18,Pixel 6,Android,['7.0.60'],+91 9922710697
4,1,1,1,2024-03-15 17:42:28.121717,single feature journey,7,LG Q series,Android,['7.0.57'],+91 9295169190
6,4,4,2,2024-03-15 17:42:38.047249,mixed usage,18,Galaxy S7,Android,['7.0.01'],+91 8672436604
15,14,8,5,2024-03-15 17:42:46.352361,long exploration journey,29,Galaxy S8,Android,['7.0.60'],+91 9838749848
3,1,2,2,2024-03-15 17:42:47.047510,single feature journey,9,Nokia G42 5G,Android,['7.0.47'],+91 9466118066
3,1,0,2,2024-03-15 17:42:50.829275,simple recharge journey,2,Moto G series,Android,['7.0.47'],+91 9683443243
4,2,2,2,2024-03-15 17:43:11.520246,single feature journey,5,iPhone XR,IOS,['7.0.57'],+91 9760766088
4,4,4,4,2024-03-15 17:43:11.537754,news consumption journey,6,Nokia 7,Android,['7.0.60'],+91 7068379785
19,15,8,7,2024-03-15 17:43:14.909554,long exploration journey,27,Lenovo K series,Android,['7.0.60'],+91 7853794878
9,4,3,4,2024-03-15 17:43:24.627337,mixed usage,14,Lenovo K series,Android,['7.0.60'],+91 9411587976
4,2,5,4,2024-03-15 17:43:27.159588,news consumption journey,9,Galaxy S9,Android,['7.0.25'],+91 7168690790
20,13,5,8,2024-03-15 17:43:29.077552,long exploration journey,26,Pixel 8 Pro,Android,['7.0.57'],+91 9307852444
7,2,2,4,2024-03-15 17:43:41.395242,mixed usage,14,iPhone 6,IOS,['7.0.60'],+91 9683353607
7,5,2,3,2024-03-15 17:44:17.174304,mixed usage,10,Pixel 6 Pro,Android,['7.0.03'],+91 9273418127
4,5,2,5,2024-03-15 17:44:21.274411,news consumption journey,7,OnePlus 12,Android,['7.0.57'],+91 7484566813
4,5,5,2,2024-03-15 17:44:30.099097,news consumption journey,8,iPhone SE,IOS,['7.0.60'],+91 8171890624
5,1,1,1,2024-03-15 17:44:30.949178,single feature journey,9,Pixel 6,Android,['7.0.60'],+91 8759398283
9,2,4,4,2024-03-15 17:44:32.527562,shopping journey,10,OnePlus 3/3T,Android,['7.0.47'],+91 7830378863
10,6,4,10,2024-03-15 17:44:38.815183,entertainment journey,13,Pixel 4 XL,Android,['7.0.60'],+91 8298608237
16,11,6,9,2024-03-15 17:44:55.639738,long exploration journey,27,Pixel 3a,Android,['7.0.57'],+91 9411340528
4,2,2,2,2024-03-15 17:44:56.135084,single feature journey,5,Moto X series,Android,['6.0.48'],+91 8430632962
5,1,1,2,2024-03-15 17:45:02.623965,single feature journey,7,Galaxy S10,Android,['7.0.60'],+91 9019736640
6,5,3,2,2024-03-15 17:45:02.663913,shopping journey,10,Nokia 6,Android,['7.0.01'],+91 9830136815
15,12,8,9,2024-03-15 17:45:12.205623,long exploration journey,27,LG V series ,Android,['7.0.47'],+91 9163378138
7,4,4,5,2024-03-15 17:45:24.490742,shopping journey,10,iPhone XR,IOS,['6.0.04'],+91 8960263604
5,4,4,2,2024-03-15 17:45:28.554670,shopping journey,10,Redmi series,Android,['6.0.48'],+91 9714217503
11,10,3,5,2024-03-15 17:45:35.835444,entertainment journey,19,Nova series,Android,['7.0.57'],+91 8456121101
3,4,2,2,2024-03-15 17:45:37.334158,news consumption journey,6,Sony Xperia series,Android,['7.0.57'],+91 9234036550
3,2,1,1,2024-03-15 17:45:40.562529,single feature journey,3,iPhone 13 Mini,IOS,['7.0.60'],+91 9427650385
10,2,4,2,2024-03-15 17:45:41.326387,shopping journey,10,Pixel 7 Pro,Android,['7.0.01'],+91 7807300416
3,2,2,1,2024-03-15 17:45:49.989168,single feature journey,2,Galaxy S23,Android,['7.0.47'],+91 7645058050
9,4,4,5,2024-03-15 17:45:51.126407,mixed usage,12,Pixel 8 Pro,Android,['7.0.47'],+91 9655750519
3,1,1,2,2024-03-15 17:45:58.734547,single feature journey,7,iPhone 15,IOS,['7.0.60'],+91 9008568967
11,10,2,8,2024-03-15 17:45:59.837242,entertainment journey,18,Pixel 4 XL,Android,['6.0.04'],+91 9902988986
15,12,7,5,2024-03-15 17:45:59.965647,long exploration journey,25,Galaxy Note9,Android,['7.0.47'],+91 9965400659
3,4,2,2,2024-03-15 17:46:05.652395,news consumption journey,7,iPhone 11 Pro,IOS,['7.0.57'],+91 9915867994
5,3,3,5,2024-03-15 17:46:31.624569,news consumption journey,6,Galaxy Note10,Android,['6.0.11'],+91 8204388497
15,15,5,7,2024-03-15 17:46:45.250758,long exploration journey,29,Galaxy Note8,Android,['7.0.25'],+91 8495064970
4,3,3,3,2024-03-15 17:46:55.698967,news consumption journey,6,Pixel 3a XL,Android,['7.0.60'],+91 8410487961
4,1,2,2,2024-03-15 17:46:57.474694,single feature journey,2,Mate series,Android,['7.0.03'],+91 9097319181
6,4,4,2,2024-03-15 17:47:00.166434,shopping journey,10,iPhone 12 Mini,IOS,['7.0.47'],+91 9995670607
5,2,1,2,2024-03-15 17:47:03.286273,single feature journey,4,OnePlus 10 Pro,Android,['7.0.57'],+91 7293830148
20,15,9,9,2024-03-15 17:47:06.152585,long exploration journey,27,iPhone 5C,IOS,['7.0.25'],+91 9756199827
4,4,5,2,2024-03-15 17:47:10.962504,news consumption journey,8,iPhone 8,IOS,['7.0.47'],+91 7216507055
4,4,5,4,2024-03-15 17:47:11.406552,news consumption journey,5,Pixel 7 Pro,Android,['7.0.60'],+91 7109160561
8,3,2,5,2024-03-15 17:47:11.812089,mixed usage,5,Galaxy Note8,Android,['7.0.01'],+91 8520727474
7,4,4,2,2024-03-15 17:47:12.461845,mixed usage,17,OnePlus 12,Android,['7.0.47'],+91 9074611483
4,4,4,5,2024-03-15 17:47:12.997166,news consumption journey,6,Pixel 2,Android,['7.0.47'],+91 8285695747
4,1,2,1,2024-03-15 17:47:13.021266,single feature journey,6,Pixel 7 Pro,Android,['7.0.60'],+91 9720878319
4,1,1,1,2024-03-15 17:47:16.372488,single feature journey,7,Galaxy S22,Android,['7.0.57'],+91 9463399035
5,3,4,4,2024-03-15 17:47:25.290772,news consumption journey,10,OnePlus One,Android,['7.0.47'],+91 9896461592
17,12,6,10,2024-03-15 17:47:25.552928,long exploration journey,26,Galaxy S24,Android,['7.0.60'],+91 9844650496
16,13,8,9,2024-03-15 17:47:42.453613,long exploration journey,27,Pixel 4a 5G,Android,['7.0.47'],+91 9453076400
14,6,5,9,2024-03-15 17:47:45.459106,entertainment journey,13,OnePlus 12,Android,['7.0.60'],+91 8621367169
10,4,2,2,2024-03-15 17:47:46.981069,mixed usage,12,Nokia 5,Android,['7.0.60'],+91 9024138027
3,1,2,2,2024-03-15 17:47:50.904468,single feature journey,4,Pixel XL,Android,['7.0.01'],+91 7808092483
4,2,2,3,2024-03-15 17:47:52.005375,news consumption journey,9,OnePlus 6/6T,Android,['7.0.25'],+91 9024610014
3,1,2,1,2024-03-15 17:47:53.750312,single feature journey,7,Moto G series,Android,['7.0.60'],+91 8714619597
8,5,4,4,2024-03-15 17:47:54.921840,mixed usage,16,Poco series,Android,['7.0.03'],+91 9204084977
3,2,1,1,2024-03-15 17:48:04.685273,single feature journey,9,Galaxy S24,Android,['7.0.57'],+91 9290052149
4,2,5,5,2024-03-15 17:48:30.819303,news consumption journey,7,Galaxy J series,Android,['7.0.25'],+91 8330981336
5,2,2,1,2024-03-15 17:48:43.234614,single feature journey,4,Pixel 2,Android,['7.0.47'],+91 9299067844
5,2,3,2,2024-03-15 17:48:43.336413,shopping journey,15,OnePlus 3/3T,Android,['7.0.47'],+91 9072726738
18,15,8,7,2024-03-15 17:48:46.984289,long exploration journey,25,iPhone 6S Plus,IOS,['7.0.47'],+91 8717633892
7,4,3,3,2024-03-15 17:48:53.578403,mixed usage,9,Mi series,Android,['7.0.60'],+91 9478062458
5,5,5,3,2024-03-15 17:48:57.900489,mixed usage,9,Pixel 8 Pro,Android,['7.0.47'],+91 8827270335
7,2,2,4,2024-03-15 17:49:00.246277,mixed usage,14,Galaxy S23,Android,['7.0.57'],+91 7405808484
3,4,3,2,2024-03-15 17:49:00.624145,news consumption journey,9,Moto X series,Android,['5.0.28'],+91 7330669097
3,2,5,4,2024-03-15 17:49:23.555181,news consumption journey,9,Pixel,Android,['7.0.25'],+91 8210325897
3,1,1,2,2024-03-15 17:49:25.477396,single feature journey,6,Galaxy S9,Android,['7.0.60'],+91 7582056614
7,5,3,3,2024-03-15 17:49:26.053382,mixed usage,13,Pixel 3a,Android,['7.0.60'],+91 8231614739
4,1,0,1,2024-03-15 17:49:34.764864,simple recharge journey,2,Sony Xperia series,Android,['7.0.57'],+91 9353130994
5,1,1,2,2024-03-15 17:49:38.792467,single feature journey,8,Pixel 3,Android,['7.0.57'],+91 8836365747
20,15,5,8,2024-03-15 17:49:47.587110,long exploration journey,27,Pixel 5,Android,['7.0.01'],+91 8894297719
5,1,0,1,2024-03-15 17:49:49.571457,simple recharge journey,3,Pixel 3,Android,['6.0.11'],+91 8068171677
7,5,3,2,2024-03-15 17:49:55.173356,shopping journey,14,LG G series,Android,['6.0.48'],+91 9071110957
5,5,5,5,2024-03-15 17:49:56.099130,news consumption journey,7,Galaxy Note8,Android,['7.0.01'],+91 8390994195
6,3,3,2,2024-03-15 17:49:59.211354,shopping journey,13,Pixel 6 Pro,Android,['7.0.25'],+91 8237113914
4,1,1,2,2024-03-15 17:50:04.755331,single feature journey,6,Pixel 2 XL,Android,['6.0.48'],+91 9745010310
5,1,1,1,2024-03-15 17:50:11.526870,single feature journey,3,Pixel 2,Android,['6.0.04'],+91 9115945996
12,5,5,9,2024-03-15 17:50:13.675116,entertainment journey,15,Galaxy S9,Android,['7.0.47'],+91 8278648757
6,2,4,2,2024-03-15 17:50:21.277408,shopping journey,14,OnePlus 10,Android,['7.0.25'],+91 7987393237
18,11,6,9,2024-03-15 17:50:22.244829,long exploration journey,26,OnePlus 11,Android,['7.0.47'],+91 9502207884
20,10,10,5,2024-03-15 17:50:29.108255,long exploration journey,30,Pixel 4a 5G,Android,['7.0.47'],+91 9427614212
5,2,1,2,2024-03-15 17:50:40.750285,single feature journey,6,Pixel 4,Android,['7.0.57'],+91 9388890023
17,15,5,8,2024-03-15 17:50:45.882832,long exploration journey,28,Galaxy S7,Android,['7.0.57'],+91 7242378630
6,2,2,4,2024-03-15 17:50:49.468399,mixed usage,18,OnePlus 6/6T,Android,['7.0.60'],+91 8021941156
3,2,4,4,2024-03-15 17:50:50.127591,news consumption journey,8,OnePlus 12,Android,['7.0.60'],+91 7666846281
5,2,4,3,2024-03-15 17:50:51.097113,shopping journey,11,HTC One series,Android,['6.0.48'],+91 9063658934
3,2,1,2,2024-03-15 17:50:54.281919,single feature journey,5,LG G series,Android,['7.0.57'],+91 8277340282
20,10,8,10,2024-03-15 17:50:59.747054,long exploration journey,27,Pixel 3,Android,['7.0.60'],+91 9753695143
4,1,2,1,2024-03-15 17:51:06.121611,single feature journey,8,OnePlus 9/9 Pro,Android,['7.0.57'],+91 8703252391
5,4,4,4,2024-03-15 17:51:07.855324,mixed usage,11,Pixel 4,Android,['7.0.47'],+91 7384036534
5,5,4,2,2024-03-15 17:51:16.439559,mixed usage,10,Galaxy S9,Android,['7.0.57'],+91 9674626693
6,4,4,2,2024-03-15 17:51:26.761542,shopping journey,12,Nova series,Android,['7.0.57'],+91 9492585392
10,5,5,3,2024-03-15 17:51:27.250642,shopping journey,13,Galaxy A series,Android,['6.0.11'],+91 9731477448
5,2,2,2,2024-03-15 17:51:32.725944,single feature journey,4,iPhone 14,IOS,['7.0.60'],+91 7326898961
4,1,1,2,2024-03-15 17:51:34.423769,single feature journey,9,Pixel 4a,Android,['7.0.60'],+91 7575424434
7,3,4,2,2024-03-15 17:51:35.272709,shopping journey,13,Moto X series,Android,['7.0.25'],+91 9601518092
3,3,5,3,2024-03-15 17:51:40.422476,news consumption journey,9,Pixel 2,Android,['7.0.60'],+91 8659660337
7,2,3,5,2024-03-15 17:51:41.946591,shopping journey,15,Pixel,Android,['6.0.48'],+91 8920596631
12,10,2,5,2024-03-15 17:51:41.947842,entertainment journey,18,Nokia G42 5G,Android,['7.0.60'],+91 7121388382
10,2,2,3,2024-03-15 17:51:43.812095,shopping journey,10,Nova series,Android,['7.0.25'],+91 8358573911
9,3,3,3,2024-03-15 17:51:44.491411,mixed usage,20,iPhone 13 Pro,IOS,['7.0.57'],+91 9858809660
10,4,5,3,2024-03-15 17:51:59.261259,mixed usage,18,Galaxy S7,Android,['6.0.11'],+91 9245122094
4,1,1,2,2024-03-15 17:51:59.682431,simple recharge journey,3,Lenovo K series,Android,['7.0.60'],+91 9017816664
6,4,4,4,2024-03-15 17:52:05.990286,mixed usage,17,Galaxy S9,Android,['7.0.60'],+91 7051846769
7,2,3,2,2024-03-15 17:52:09.631664,mixed usage,6,Galaxy A series,Android,['7.0.25'],+91 8148017513
8,5,2,4,2024-03-15 17:52:11.856218,mixed usage,14,Galaxy S20,Android,['6.0.48'],+91 7556347331
5,1,2,1,2024-03-15 17:52:14.762284,single feature journey,4,Pixel 3 XL,Android,['7.0.25'],+91 7203478392
16,10,9,9,2024-03-15 17:52:21.723916,long exploration journey,29,Asus ZenFone series,Android,['5.0.28'],+91 7343761166
3,2,1,1,2024-03-15 17:52:30.376382,single feature journey,4,HTC One series,Android,['7.0.57'],+91 7381002606
3,1,1,2,2024-03-15 17:52:31.044332,single feature journey,5,Moto X series,Android,['5.0.28'],+91 8479102128
4,2,2,2,2024-03-15 17:52:33.331146,single feature journey,6,iPhone 5C,IOS,['7.0.57'],+91 8889467630
17,13,6,10,2024-03-15 17:52:33.437327,long exploration journey,28,Pixel 8 Pro,Android,['7.0.60'],+91 7959802473
4,2,1,2,2024-03-15 17:52:34.896130,single feature journey,9,Sony Xperia series,Android,['6.0.48'],+91 7640181942
3,1,2,2,2024-03-15 17:52:43.284168,single feature journey,4,OnePlus 8/8 Pro/8T,Android,['7.0.57'],+91 9274226311
3,1,2,1,2024-03-15 17:52:44.082055,single feature journey,10,OnePlus 5/5T,Android,['7.0.47'],+91 8904081977
4,3,2,2,2024-03-15 17:52:51.044296,news consumption journey,7,iPhone 15 Pro,IOS,['6.0.11'],+91 8186687740
5,2,1,2,2024-03-15 17:52:56.131948,single feature journey,10,Galaxy J series,Android,['7.0.60'],+91 8902207501
3,1,1,2,2024-03-15 17:52:59.082623,single feature journey,3,Galaxy S24,Android,['7.0.57'],+91 8662461752
4,3,4,4,2024-03-15 17:53:04.344678,news consumption journey,6,Galaxy S6,Android,['6.0.48'],+91 9607671369
8,4,5,2,2024-03-15 17:53:17.469857,mixed usage,7,Lenovo K series,Android,['7.0.47'],+91 9385300455
7,3,5,3,2024-03-15 17:53:19.775171,mixed usage,14,P series,Android,['7.0.60'],+91 7114365095
15,6,3,9,2024-03-15 17:53:25.231491,entertainment journey,18,Moto X series,Android,['7.0.60'],+91 9558177383
3,2,2,2,2024-03-15 17:53:27.741308,single feature journey,6,Pixel 4a 5G,Android,['6.0.04'],+91 9316749099
10,3,3,2,2024-03-15 17:53:38.719161,shopping journey,14,OnePlus 12,Android,['7.0.57'],+91 9589953220
16,13,5,9,2024-03-15 17:53:40.243518,long exploration journey,27,Pixel 8,Android,['7.0.57'],+91 7535628207
9,5,3,4,2024-03-15 17:53:45.581399,mixed usage,6,Galaxy Note20,Android,['7.0.60'],+91 7233602834
4,1,1,2,2024-03-15 17:53:57.717011,single feature journey,5,Pixel 2,Android,['7.0.47'],+91 8803166323
3,1,2,1,2024-03-15 17:53:59.738400,single feature journey,5,Pixel 8 Pro,Android,['7.0.57'],+91 8620708911
4,2,1,2,2024-03-15 17:54:13.400650,single feature journey,2,Moto Z series,Android,['7.0.47'],+91 9666313944
5,1,0,1,2024-03-15 17:54:15.751727,simple recharge journey,2,Pixel 2,Android,['7.0.03'],+91 8198145375
4,2,2,2,2024-03-15 17:54:19.222504,single feature journey,9,Pixel 4a 5G,Android,['7.0.60'],+91 8733043433
17,11,7,9,2024-03-15 17:54:28.063476,long exploration journey,29,OnePlus 3/3T,Android,['6.0.48'],+91 8726241281
3,1,1,1,2024-03-15 17:54:30.771174,single feature journey,4,OnePlus 8/8 Pro/8T,Android,['7.0.57'],+91 7739774503
16,12,7,8,2024-03-15 17:54:35.080372,long exploration journey,26,iPhone X,IOS,['7.0.60'],+91 7601196301
5,2,2,3,2024-03-15 17:54:42.360698,news consumption journey,6,LG V series ,Android,['6.0.11'],+91 7254211260
20,12,5,6,2024-03-15 17:54:49.431947,long exploration journey,26,iPhone 5S,IOS,['7.0.25'],+91 9613177298
10,4,5,2,2024-03-15 17:54:49.798303,mixed usage,16,iPhone 5S,IOS,['7.0.60'],+91 7181496761
8,2,4,2,2024-03-15 17:54:50.830313,mixed usage,12,iPhone 12 Pro Max,IOS,['6.0.48'],+91 7202371232
13,9,5,8,2024-03-15 17:55:04.478023,entertainment journey,15,Galaxy S8,Android,['7.0.01'],+91 9659923287
3,1,2,1,2024-03-15 17:55:07.739817,single feature journey,10,Pixel 7 Pro,Android,['7.0.47'],+91 8692891225
18,12,6,6,2024-03-15 17:55:22.866489,long exploration journey,29,Pixel 3a,Android,['5.0.28'],+91 8577011053
4,1,1,1,2024-03-15 17:55:30.104151,single feature journey,2,Pixel 4a 5G,Android,['7.0.47'],+91 8262948139
13,8,5,9,2024-03-15 17:55:31.417586,entertainment journey,12,Galaxy Note20,Android,['7.0.57'],+91 8825983414
4,2,2,1,2024-03-15 17:55:39.377949,single feature journey,7,OnePlus 11,Android,['7.0.01'],+91 8816669625
5,5,3,3,2024-03-15 17:55:41.782977,mixed usage,8,Redmi series,Android,['6.0.48'],+91 9124686869
5,3,4,4,2024-03-15 17:55:47.132015,shopping journey,13,Pixel 3,Android,['7.0.25'],+91 8337977872
4,4,4,3,2024-03-15 17:55:49.346691,news consumption journey,10,OnePlus 9/9 Pro,Android,['7.0.57'],+91 9118062130
18,13,5,10,2024-03-15 17:56:09.895060,long exploration journey,28,Moto G series,Android,['7.0.57'],+91 7448458657
4,3,3,4,2024-03-15 17:56:11.575384,news consumption journey,9,Nokia 7,Android,['7.0.57'],+91 9679017159
3,2,1,1,2024-03-15 17:56:11.800704,single feature journey,6,Redmi series,Android,['6.0.11'],+91 8522405832
4,1,2,1,2024-03-15 17:56:14.328190,single feature journey,8,Nova series,Android,['7.0.25'],+91 8334733061
5,2,0,1,2024-03-15 17:56:23.146208,simple recharge journey,3,OnePlus 9/9 Pro,Android,['7.0.60'],+91 9839998727
6,3,4,4,2024-03-15 17:56:26.132565,shopping journey,13,iPhone 6 Plus,IOS,['7.0.03'],+91 9990018399
11,6,4,10,2024-03-15 17:56:31.421040,entertainment journey,13,LG V series ,Android,['7.0.03'],+91 7582386067
7,2,2,4,2024-03-15 17:56:36.332469,mixed usage,20,Pixel,Android,['6.0.48'],+91 7281061724
9,5,2,3,2024-03-15 17:56:40.845697,shopping journey,15,Galaxy S10,Android,['6.0.48'],+91 9702021925
6,5,3,4,2024-03-15 17:56:44.991621,mixed usage,9,iPhone 12 Mini,IOS,['7.0.57'],+91 9401586009
16,15,8,7,2024-03-15 17:56:45.465487,long exploration journey,27,OnePlus One,Android,['7.0.01'],+91 8734792385
15,14,8,7,2024-03-15 17:56:45.894695,long exploration journey,26,Pixel 4 XL,Android,['6.0.11'],+91 8057618131
10,3,3,2,2024-03-15 17:56:50.662985,mixed usage,10,Pixel 3a XL,Android,['7.0.47'],+91 7704684530
17,10,6,7,2024-03-15 17:56:52.534973,long exploration journey,28,Galaxy J series,Android,['7.0.60'],+91 8243330253
15,10,9,9,2024-03-15 17:56:52.661829,long exploration journey,30,iPhone 12 Pro,IOS,['7.0.03'],+91 7489045620
6,5,3,2,2024-03-15 17:57:08.260288,mixed usage,16,Pixel XL,Android,['7.0.60'],+91 7064087281
9,5,4,5,2024-03-15 17:57:13.437980,mixed usage,19,Poco series,Android,['7.0.57'],+91 7979625545
20,12,10,8,2024-03-15 17:57:14.321529,long exploration journey,27,iPhone 14,IOS,['6.0.11'],+91 9676262595
6,4,5,2,2024-03-15 17:57:14.452883,shopping journey,12,Galaxy M series,Android,['7.0.03'],+91 7665207458
10,7,2,10,2024-03-15 17:57:21.741624,entertainment journey,18,Nokia 5,Android,['7.0.01'],+91 8500890454
4,2,4,5,2024-03-15 17:57:29.699987,news consumption journey,6,Pixel 4,Android,['7.0.03'],+91 9631160243
8,3,4,4,2024-03-15 17:57:40.410230,mixed usage,13,iPhone SE (2nd generation),IOS,['7.0.03'],+91 8630268937
3,2,0,2,2024-03-15 17:57:55.786469,simple recharge journey,1,Pixel 6 Pro,Android,['7.0.47'],+91 9521403663
15,14,5,6,2024-03-15 17:57:55.951161,long exploration journey,25,Galaxy J series,Android,['7.0.57'],+91 9478994441
5,2,5,2,2024-03-15 17:57:56.535399,news consumption journey,5,OnePlus 5/5T,Android,['7.0.47'],+91 9918546946
5,2,1,2,2024-03-15 17:58:00.831604,single feature journey,6,Lenovo Z series,Android,['7.0.01'],+91 8640036746
6,3,4,5,2024-03-15 17:58:02.462153,mixed usage,16,LG Q series,Android,['7.0.57'],+91 8180702965
15,6,4,9,2024-03-15 17:58:10.454067,entertainment journey,19,LG V series ,Android,['6.0.04'],+91 9835564597
7,5,3,3,2024-03-15 17:58:23.159959,shopping journey,14,Nokia 8,Android,['5.0.28'],+91 8996832280
3,5,5,4,2024-03-15 17:58:25.182274,news consumption journey,7,Nokia XR21,Android,['6.0.04'],+91 8965649231
3,2,1,1,2024-03-15 17:58:33.718156,simple recharge journey,3,Pixel XL,Android,['7.0.01'],+91 9825211212
16,14,7,6,2024-03-15 17:58:38.646891,long exploration journey,26,Nokia G42 5G,Android,['7.0.60'],+91 8345782693
10,5,4,5,2024-03-15 17:58:46.541092,mixed usage,8,iPhone 5C,IOS,['7.0.60'],+91 8855229651
19,15,7,7,2024-03-15 17:58:52.024158,long exploration journey,30,Pixel 8 Pro,Android,['7.0.47'],+91 8015155527
4,1,1,2,2024-03-15 17:58:54.916206,single feature journey,4,Moto X series,Android,['7.0.03'],+91 9450671720
3,2,2,3,2024-03-15 17:59:02.915936,news consumption journey,6,Galaxy S9,Android,['7.0.57'],+91 8009937037
3,1,1,2,2024-03-15 17:59:07.785730,single feature journey,3,Pixel 3a,Android,['7.0.60'],+91 9778672281
5,4,2,4,2024-03-15 17:59:08.843379,mixed usage,6,Pixel 4a,Android,['6.0.48'],+91 8240947272
11,8,5,10,2024-03-15 17:59:15.220727,entertainment journey,20,Pixel 7 Pro,Android,['7.0.57'],+91 7088616929
20,15,10,10,2024-03-15 17:59:15.352166,long exploration journey,25,Galaxy S24,Android,['7.0.47'],+91 7944369710
4,1,1,1,2024-03-15 17:59:29.673593,single feature journey,2,Galaxy A series,Android,['7.0.60'],+91 9574611185
9,4,4,3,2024-03-15 17:59:29.881305,mixed usage,11,Nokia 7,Android,['7.0.47'],+91 8847024884
20,14,8,6,2024-03-15 17:59:31.834445,long exploration journey,28,Pixel 6,Android,['7.0.57'],+91 7118408117
16,14,5,6,2024-03-15 17:59:37.020777,long exploration journey,25,Pixel 3,Android,['7.0.60'],+91 9525218251
10,4,5,5,2024-03-15 17:59:37.207556,mixed usage,13,Moto Z series,Android,['7.0.60'],+91 7072560381
5,2,2,1,2024-03-15 17:59:38.456824,single feature journey,6,Galaxy S9,Android,['7.0.57'],+91 9051669929
4,2,2,1,2024-03-15 17:59:45.964183,single feature journey,8,Galaxy Tab series,Android,['7.0.60'],+91 9787179512
15,6,3,9,2024-03-15 17:59:54.395071,entertainment journey,20,OnePlus 9/9 Pro,Android,['7.0.60'],+91 9141319750
